,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
34,0.5141448974609375,0.010080604988391566,0.019829702377319337,0.00047069002386824056,42,32,5,4,log2,22,gini,"{'random_state': 42, 'n_estimators': 32, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 22, 'criterion': 'gini'}",0.922120830711139,0.9238514789175583,0.9224354940213971,0.9145554681353265,0.9188040912667191,0.920353472610428,0.003338019004683342,37,0.9586971914090158,0.9603886397608371,0.9581071512862874,0.9583448058844354,0.9583841403453566,0.9587843857371865,0.000823809097470361
35,0.6316603183746338,0.022116423242851332,0.024982690811157227,0.0010879328026046783,42,40,4,5,sqrt,23,gini,"{'random_state': 42, 'n_estimators': 40, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 23, 'criterion': 'gini'}",0.9145689112649465,0.9134675896790434,0.9140969162995595,0.9145554681353265,0.9114083398898505,0.9136194450537453,0.0011762355365039058,49,0.9501612776335457,0.9513413578790024,0.9498465895680906,0.9511072650749322,0.9510285961530898,0.9506970172617322,0.0005837237140660437
36,0.608938455581665,0.02269073876104294,0.023616743087768555,0.004325980412768988,42,31,5,3,sqrt,21,entropy,"{'random_state': 42, 'n_estimators': 31, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 21, 'criterion': 'entropy'}",0.9268407803650094,0.9279421019509125,0.9310887350534928,0.9291896144767899,0.9227380015735641,0.9275598466839536,0.0027936557379884958,25,0.9672331051844859,0.9671544331681221,0.9677838092990323,0.9695157927860598,0.9674704008181568,0.9678315082511713,0.0008701729783189819
37,0.6845376014709472,0.02178552031191002,0.023978567123413085,0.0016024829686417765,42,33,5,1,sqrt,22,entropy,"{'random_state': 42, 'n_estimators': 33, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 22, 'criterion': 'entropy'}",0.9392699811202014,0.9378539962240403,0.9411579609817495,0.9376868607395752,0.9380015735641227,0.9387940745259378,0.0013078358933231243,10,0.9861930611281567,0.9859963810872473,0.9849736448745181,0.9859182629902057,0.9849742359280966,0.985611117201645,0.0005279042062785677
38,0.6871961116790771,0.005797994247288902,0.022505664825439455,0.0008392280285836865,42,37,3,4,log2,22,entropy,"{'random_state': 42, 'n_estimators': 37, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 22, 'criterion': 'entropy'}",0.9243234738829452,0.9243234738829452,0.9227501573316551,0.9208497246262786,0.9175452399685288,0.9219584139384706,0.002550261600797413,31,0.960427975769019,0.9623554401699316,0.9601132877035639,0.9606655390787869,0.9609802147661566,0.9609084914974917,0.0007773126790275487
39,0.6056843757629394,0.027459298410300478,0.022937774658203125,0.0013348501171420509,42,38,4,5,sqrt,21,gini,"{'random_state': 42, 'n_estimators': 38, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 21, 'criterion': 'gini'}",0.9140969162995595,0.9164568911264946,0.9156702328508496,0.9125098347757671,0.9104642014162078,0.9138396152937757,0.0021646816072269206,48,0.9487058453308158,0.9498465895680906,0.9490992054126347,0.9502025724737443,0.9493372143334775,0.9494382854237525,0.0005315084341831245
40,0.7515594959259033,0.029904295342581932,0.024815702438354494,0.002641388943603852,42,36,4,1,log2,20,entropy,"{'random_state': 42, 'n_estimators': 36, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy'}",0.9367526746381372,0.9389553178099433,0.9400566393958465,0.9351691581431943,0.9353265145554681,0.9372520609085179,0.0019525544242566138,13,0.9844229407599717,0.9844229407599717,0.9836755566045158,0.9845808913188845,0.9825748338119026,0.9839354326510493,0.0007497612906869888
41,0.6067805767059327,0.004857349664442704,0.023189735412597657,0.0004620946556312604,42,34,3,1,log2,25,gini,"{'random_state': 42, 'n_estimators': 34, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 25, 'criterion': 'gini'}",0.9416299559471366,0.9424166142227817,0.9452485840151038,0.9422501966955154,0.9398898505114084,0.9422870402783893,0.0017301541410194138,2,0.9922114703799858,0.9919754543308945,0.9918967823145307,0.9918577665893089,0.992054438893915,0.991999182501727,0.00012583059790622378
42,0.5681813716888428,0.007409917309220053,0.022528362274169923,0.0006586193761130094,42,36,4,4,sqrt,21,gini,"{'random_state': 42, 'n_estimators': 36, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 21, 'criterion': 'gini'}",0.9205475141598489,0.921334172435494,0.9227501573316551,0.9184893784421715,0.9177025963808025,0.9201647637499943,0.001847563725863879,38,0.9580284792699237,0.9588545354417434,0.9580284792699237,0.9581481335798293,0.9579514612752232,0.9582022177673286,0.00033217236398753585
43,0.6096977710723877,0.01244212598317057,0.023700809478759764,0.0007725420617645355,42,39,4,4,sqrt,25,gini,"{'random_state': 42, 'n_estimators': 39, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 25, 'criterion': 'gini'}",0.920075519194462,0.9227501573316551,0.92196349905601,0.9156569630212431,0.9164437450826122,0.9193779767371965,0.002863520615588164,41,0.9591298874990166,0.9613720399653843,0.9603099677444733,0.9605868701569446,0.9611375526098415,0.9605072635951322,0.0007858155228972044
44,0.5750141143798828,0.015503192538968508,0.02332649230957031,0.0013643975558005161,42,34,5,2,log2,24,gini,"{'random_state': 42, 'n_estimators': 34, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24, 'criterion': 'gini'}",0.934078036500944,0.93313404657017,0.9328193832599119,0.9312352478363494,0.932336742722266,0.9327206913779282,0.0009356225169266298,18,0.9795846117535992,0.9800566438517819,0.9793879317126898,0.9811194587578177,0.9788773944853085,0.9798052081122395,0.0007581682087646884
45,0.6841423511505127,0.0080132006249651,0.028188228607177734,0.0014569138983600944,42,40,3,1,log2,20,gini,"{'random_state': 42, 'n_estimators': 40, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini'}",0.9367526746381372,0.9416299559471366,0.9391126494650723,0.9380015735641227,0.9362706530291109,0.938353501328716,0.0019150048064394997,11,0.9882778695617969,0.9876091574227047,0.9869404452836126,0.9870982968178421,0.9879636549581088,0.987577884808813,0.0005051948195000463
46,0.609377098083496,0.014816581356196946,0.023940658569335936,0.0006415363759470498,42,36,3,2,log2,24,gini,"{'random_state': 42, 'n_estimators': 36, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24, 'criterion': 'gini'}",0.933920704845815,0.934392699811202,0.9376966645689113,0.930763178599528,0.930763178599528,0.9335072852849968,0.0025909850020192737,17,0.982180788293604,0.9815514121626937,0.9803319959090552,0.9815128033670298,0.9810801242968965,0.9813314248058559,0.0006106915783773662
47,0.6772416114807129,0.006865216953853883,0.02262148857116699,0.0015247371440093329,42,38,2,5,sqrt,20,entropy,"{'random_state': 42, 'n_estimators': 38, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy'}",0.9153555695405916,0.9161422278162367,0.9153555695405916,0.9131392604248623,0.9129819040125885,0.9145949062669742,0.001286242768592603,45,0.9489025253717253,0.9483518212571789,0.9485485012980883,0.9489045352633442,0.9500059001691382,0.9489426566718949,0.0005723627247570656
48,0.5498920440673828,0.012744020085061885,0.020943975448608397,0.001146468897815246,42,35,3,5,log2,25,gini,"{'random_state': 42, 'n_estimators': 35, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 25, 'criterion': 'gini'}",0.9164568911264946,0.9164568911264946,0.9175582127123977,0.9147128245476003,0.9114083398898505,0.9153186318805675,0.0021570524565490256,43,0.9520494060262764,0.9520494060262764,0.9502399496499095,0.9516579475278292,0.9498092278645321,0.9511611874189647,0.0009488001747959105
